rotulo,texto
0,"Missing scenes that were in when it was in the theater. Good movie, except they released the DVD like the VHS tape version, all cut up. The entire battle of Coral Sea is missing. The restored and full length version is currently being aired on TNT occasionally."
1,"2 Humans and 3 vampires after a vampire slayer I just loved Daughters of Darkness!! I must of read it about 50 times, really! It's such a good story line you just have to read it tunes of times! But it didn't really explain how Jeramey got there. How would he how where they were going?"
0,"did I have a lemon? I have been a long time palm user....wanted the color, so went with Sony. Short battery life, power button in a bad place, turned on ""by itself"", and died frequently, poor instructions, and then the backlite died. Would certainly not buy again."
0,"Amazon.com Rip Off!!! You can get the hard copy of this for under $60.00! So someone explain why Amazon.com is asking $65.00 for this for the Kindle! They save on paper, packaging, delivery, transportation, etc., etc. Amazon.com seems to have removed ALL incentive from buying the digital version..."
0,"Anyone Who Gave This More Than 3 Stars... ...is a lie and the truth isn't in them!!This movie was awful. From begining to end. Even the title didn't match. Marine? He was a Marine for all of 5 minutes of the movie!! LOL. But that isn't the worse part.The acting was terrible. Even the good actors (Robert Patrick) played terrible roles. The plot was unbelieveable, the action was unbelieveable, and the comedy was corny. I think the problem was the script itself, but I think GOOD ACTING could have pulled it off.As always I encourage people to see it, but don't spend your money on it. It's garbage."
1,"A Gem to be added to any collection Although I think that Russell Crowes performance was Oscar worthy, his perfect performance in A Beautiful Mind was the part that should have won him the golden guy. He was robbed! Enough about that; this film did deserve picture of the year. I saw if 3 times in the theatre alone, because it captivated me. Everytime that I watch this film I am transported in time. I feel that in the end my breath is taken away. The score is superb and one of the best ever. It helps to move you through the film from scene to scene. This is what movie making comes down to; a masterpiece in it's own right. Love it!!!!!"
0,"You MUST be kidding! Okay, I FINALLY got tired of all my friends telling me I had to see this movie, so we rented it over Thanksgiving holiday. What is the big deal??? Yeah, Russell Crowe looks great with muscles. Here's a tip for ya...he looked good without 'em, too, AND he seemingly could act better (Recall ""LA Confidential"" if you will, and the incredible performance he turned in for ""The Insider""). He was sleepwalking through this film. The effects were passable...I did like the overview of the Coliseum on the first day of the Games. But beyond that...yawn.The best thing about this film was Joaquin Phoenix, who proves once again, after the dreadful ""8MM"", that he can shine in anything!"
1,"Five Stars For Children's Version This is an excellent adaptation that leaves out some of the more sinister elements/overtones. There are no bawdy barroom scenes. Levity is provided by the addition of several animals. Oliver has a pet toad named Squeakers, Fagin has a parrot that ""parrots"" back Fagin's words (even when it gets him in trouble), there are a few more birds in the thieves abode and a cat. Naturally the cat scraps with Bill Sike's dog Bullseye, providing a comedic break.Other than being somewhat disappointed/annoyed by the lack of ""color"" in Fagin's voice, I found this thoroughly entertaining. It follows the book quite well for a 90 min. version. It is for the young set, grades K-1 to 5-6.It will be more palatable to many families than the G rated Broadway film, Oliver Twist, The Musical. The latter is more touching, heartbreaking, and real for some sensitive youngsters. It is over the top wonderful for all... except ages 0-7 or 8.Addl Note---My copy says 1973 on the back."
1,"Great! This game is awesome! If you are looking for a really nice and very addicting playstation 2 game that will never make you bored! I would highly recommend this game! The 3d action, and great quality makes this game outstanding, and for Amazon's very low price, this is a must have!"
1,Great Story This old story is one of it's kind that will never die regardless of the times to come. It just kind of story we daily live in today's world were corruptions lies and power struggles are all around us. Even if you have no idea about Joan of Arc this movie will just show you what one persons believe have good affect on a whole nation that lost hope and can't find its way out will receive unconditional attention of a person who will make different not just only in one country but also amoung the human race.Great movie to watch and learn lot more than we can expect.
0,"amazing it amazes me that after so many years and so much exposure that this book is still in print. the only story i have ever read that is worse than these is Moby Dick. the only thing worse than those 2 books are the movie adaptations. i'd rather pull out my own fingernails with red hot pliers than to read the cave bear again. a insanely long and over written pile of trite tripe.'a festering bag of fish entrails' is too kind a review for this load of sewage. if anyone tries to make you read this book, slit your wrists and fling yourselve from a cliff first - it will be less painfull."
1,"Eragon Inheritance [part 1] Eragon is a young man who while hunting in the Spine,finds a magical stone. Well,thats what it seems to be until it hatches into a saphire dragon . Now he finds his destiny is to be one of the last dragon riders. Who will he join? The tyrant and king of Alagaesia who also is a dragon rider or the rebellion called Varden? Who will control the next generation of dragon riders? Find out by reading perhaps the best book of our time!"
1,"Dirty Dancing At the incredible price, everyone should have bought this classic. Plays perfectly and has some great special features. It makes a wonderful addition to any movie collection."
1,"One of the great ones! I've been waiting for this one on DVD for as long as I've had a DVD player. A true classic! One of George Cukor's best -- and he directed a lot of great movies! Based on the play, this taut drama brings us one of the great villians of all time. Boyer is not some scenery-chewing, soap-opera villian shouting and throwing tantrums. No, he's a soft, purring villian, a loving, concerned husband who is in truth driving his wife mad. She never looked better and Cotton is at his best. Check out the young Angela Landsbury too. Wonderful movie. I don't want to give it away. Just buy it -- you will not regret it!"
0,random shutdowns After installing this PS my systems suffered constant random shutdowns. System would not power back up until briefly removing AC from the PS. From what I've read this appears to be an ongoing problem with the Antec NEO HE series for at least a couple years. It is evidently still not fixed.Returned and ordered the Corsair HX520 instead.
0,"DO NOT BUY! If you want to spend $53 for one tiny trash can then this is the deal for you. This product should have been sold as a 6 pack but unfortunately someone messed up when they entered this product for sale. Both Amazon and Geroy's deny responsibility for the error and to date nothing has been changed. It was REALLY disappointing to get this in the mail & then have to turn around and return it. ALSO, you can't return this product without talking with someone at the amazon call center. This purchase was a huge WASTE OF TIME and I'm disappointed that it's still available."
0,"A letdown Somehow I missed the fact that all the designs were illustrations (watercolor paintings?), not photographs. I get inspired by looking at photos of existing gardens that someone actually created. Looking at paintings just doesn't do it for me. Besides, as the other reviewer said, these gardens are for zones all over the US, not necessarily for my zone, so not all the ideas work for me.The other thing that is missing in this book is at least a small photo of each of the plants/flowers on a page. Sure, I can look them up in another book. I'm familiar with quite a few of the flowers and their Latin/common names, but a beginning gardener wouldn't be. This is definitely not a book for beginners, and even as a more advanced gardener, it was disappointing."
1,"A wonderful classic... I was assigned this book to read in 10th grade ""American Literature"" class. Suprisingly this book was enjoyable to read and had a few events that caught me off guard. I loved this book and would recommend this to anyone of any age."
1,THIS HAS TO BE THE BEST FAMILY MOVIE OF TOME IT THINK TAHT THE TILE OF MY REVIEW SAYS IT ALL. I HAVE NEVER MEET ANYBODY WHO DID NOT LIKE THIS MOVIE. I THINK IT SHOULD HAVE WON BEST PICTURE THE YEAR IT WAS NOMINATED.
1,"Long Trip Alone (I don't think so) In his third release Dierks makes it clear he is here to stay with strong vocals and song writing abilities. He has co-written every song on this CD and it shows in the way he comes across in the music. It's a journey from the first track to the last one, one that you won't want to end anytime soon."
1,"The Mummy Returns This movie is ""AWESOME"" Stephen Somers is a great director in this film. This movie is better than the first one,ithas more twists and turns action to this movie. You should see this movie, and it's a great one, to your DVD collection. It's a very fast paced action-adventure horror film."
1,CB sale and delivery I already knew the quality of this unit. The purchase was easy and delivered sooner than promised.
1,"It'll get in your head ... I saw the video for Galang on BPM and was laughing out loud. This skinny little Sri Lankan girl was spitting out london ghetto rap while dancing crazily in front of a cartoon backdrop. But the next few days, something about the beat stayed in my head. I had to hear it again. I did, and I taped it, and the more I listened to it the more I realized I wanted to hear more. I found it at a store and bought it. On the bus ride home I didn't much care for it, but like the Galang video, it stayed in my head. Everytime I listened to it I liked it a little bit more. It's like watching Pulp Fiction, each time you see it, something appears to you that you missed before that makes the whole thing make more and more sense. By now, it is one of my favourite CD's and I don't even listen to this genre (if it even fits into any genre) regularly. It isn't for everyone, but if you have a good subwoofer and an open mind for something unique...give it a shot."
0,"Not good at all ! This is the 2nd worst Do or Die album out there today.I think DOD should do more single hits with Twista & Kanye West.D.O.D. just doesn't have what it takes to put together a great 15 track album.Terrible album ,I chucked it out my car window really fast.People look out for Twista's new album by Atlantic Records ""Day After""."
1,"3D or not 3D? This review is for the 3D version of the film ""I Robot"". Just got mine,(on its release date),and all I've got to say is, this dvd has got some of THE best 3D I have ever seen. BAR NONE! I understand it wasn't shot in stereo, however, some of the 3D is actually better than some that were. Coulda fooled me. All other studios with your massive catalogues of dvds take notice! This is no joke. I'm thinking with most of the 3D films out there done in post anyway,(not shot with stereo cameras ),this is a no-brainer. ""I Robot"" looks as though it was planned shot by shot for 3D, filmed in 3D, and distributed in 3D. As my 24 yr.old son and I watched this dvd on my 65 inch LG 3D set,he said to me, ""There's no way you could convince me this dvd wasn't originally in 3D if I didn't know it for sure already.""So, all you other studios need to get on board with this. It's gotta be a money maker. I mean, it's not like you don't already have the property. Yes?Maltz"
0,"low volume While I expected the CD to occasionally skip, I was disappointed in how low the volume was.I had a Sony Discman and the volume was low on that, but with this player it's ridiculous."
0,"Stink-o-rama This is a disapointing, [try] at an action romance story.It puts young Jackson against a freaky mucus covered monster who is only defeated when a shingle falls on it."
0,"Battery is not New When I bought my blackberry, my battery lasted for 2 days of intensive use. It went like that for a full year and then in a matter of a week or two my battery life halved, I could only get a day out of it of not so quite an intensive use. I was delighted to see that Amazon offered a new battery at what seemed a very attractive price, in comparison with what a cell store would charge. However, after using this battery that I purchased from amazon I get the same sort of medium sized day that I get with my old battery. This leads me to conclude that the vendor is recycling used batteries as new ones. It is cheap, but it is not new. If you don't have a battery at all get it. If you want to replace your old battery pay the $40 at a cell store and get the really new one."
1,masters of death Brings it back lone wolf and cub this was classic whoop ass flick from the early 80s this is proberbly what Quintine Tarintino grew up on also lol well it was what was hot in the 80s and what I grew up on before Ago Kashmir came out it spawned the Japanese flicks good old days of Saturday kung fu theater lol. Not for the kiddies
0,"Outdated Advice The advice itself is outdated and not useful, however the general principal will never be obsolete. Save what you can, work hard and don't live outside your means. I'll try the Modern American Frugal Housewife instead."
0,"How sad ... Win Wenders used to be good. Films such as Wings of desire and Paris, Texas were so beautiful that changed cinema history. But nowadays, the truth is a bit different. Wenders has no more that feeling he used to. And so he makes a films like this The Million ... I don't know what's more problematic, if it is the confusing and boring screenplay or the burocratic direction. Anyway, the result is sad. Nothing seems to work here. Even the soundtrack is so boring. Only two songs save (The ground beneath her feet and Falling at your feet). Now, I think nobody is the same. Wenders un-learned how to direct and Bono forget how to sing... By the way, it was too much for him write a song, so how could he dare to write a story for a film? To sum up, it is sad to see how bad is the entertainment world is going... No good films or even songs..."
0,"The title says it all First World, ha! ha! ha!Yep! Mexico deserves to remain in the Third World where it belongs: mirred in poverty, with no future for its children, divided against itself, alienated from the rest of the world, with the army out of its barracks, with violence in every headline and blood spilling in every street just so Mr. Marcos can enlighten the Club Med-Left on the merits of armed revolution as opposed to mere burgeois elections. Thanks a lot! It's painfully obvious you don't live here, never read the man nor care at all about MY country!Mexico in the First World? HA! Who do they think they are!"
1,"some great effects if you told me 5 years ago that Tobey maguire was going to be the live action spider-man i would have said ""that awful"". but i would have been wrong. Tobey does an excellent job as both peter parker and spider man. of course the special effects are just out of this world. the reason i did not give it 5 stars is my dislike of Kirsten Dunst. she is not a very good ""mary jane"" at all, with her stewie griffin head and awful hair. this second movie of the series introduces a new character doctor octopus who's mechanical arms seem to each have a unique personality of their own. as with the first spider-man the writing is very good, with strong characters(except for Dunst) that fans actually care about. definitely one to add to the DVD collection"
0,bad movie i did not even watch all of it this movie is bad and i like movies that make fun of movies but this one is bad
0,"Blu-Ray Shroom-Ray Honestly I thought the reviews on the blu-ray version were a bit harsh. But after seeing the HD version myself I cannot fathom why anyone would fork over their hard earned cash for something so sub-par. Honestly, Ridley Scott HAD to have known about this..or maybe he just doesn't care about his products anymore? The faces honestly look like something out of a wax museum. Yes, the arrows in the beginning are GONE. Facial close-ups resemble a painting. My Open Matte version is light years aheads of this drek. Please do not give in to such shoddy marksmanship..whomever mastered this abomination should be fired immediately and replaced by an agent who knows what they are doing.Sad."
0,"2 Good Songs This album was basically horrible the only 2 good songs were the 2 singles ""Tush"" & ""Run"" the rest of the album was trash. I would definitely not recommend this album. All the beats are horrible and the collaborations suck too."
1,"Information Firstly, Escaflowne is a great classic anime, and one of my personal favorites. The visuals are a bit dated (1995), but what made the show was the plot, the world, and the audio!2nd, All of the Escaflowne CDs are incredible. Especially lovers only (a 'best of' for the series), and the movie soundtrack. This is all due to the work of Yoko Kanno (Cowboy bebop, darker than black, Macross, RahXephon, among other greats). Escaflowne may be my favorite of all her work, but everything she touches turns to gold.Lastly, the CD Info, because it is often hard to find the correct information:The Vision of Escaflowne OST 3Yoko Kanno19961 Short Notice2 Arcadia3 Epistle4 Farewell5 Aoi Hitomi6 Perfect World7 I Recomment Instincts8 Scrappy9 Shrilly10 Revenge11 Illusion12 Blaze13 Fatal14 Hikari No Naka E15 Again"
1,"Fascinating Normally I like to imagine the scenes in my mind, but the incredible drawings of DiscWorld and Death's Domain make this a wonderful addition to the books. Recommend."
1,Sleep Saver I bought this because my eight week old son would wake up and cry right after I put him in his bassinet. He loves this. We have been using it for three weeks and we love it. There are no longer any sleepless nights. With this he falls back to sleep quickly after night time feedings.
1,"Very engaging reading. Truly enjoyed this book. I was expecting it would take some time to become engaged in the reading of this tale, especially since it was the first book I read on my new Kindle. The tale was immediately engaging, excellent story line and development of characters. Would definitely recommend to others."
1,"Alan tells it like it is Alan Weiss tells it like it is. If you want to learn from one of the best...read EVERYTHING Alan Weiss writes! Alan's insights and experience are second to none. I personally own just about every book Alan Weiss has written. He is not only a consultant's consultant, but he is also a gifted writer as well.Alan Weiss's advice, insights and knowledge will take years off your learning curve. This book is a must for your library.Lenny Laskowski, Author of National Best Selling Book:""10 Days to More Confident Public Speaking""President of LJL Seminars(tm)"
0,"Doesn't flow Eragon's got too many ""tacked on"" parts. For example, when Angela's explaining shades, she says ""it's the most unholy magic...EXCEPT NECROMANCY"" Where did the mention of necromancy come from? It is completely off topic. It's as if Paolini mentioned it simply for the sake of mentioning it.Another problem is the slave trade. Paolini tries to make it seem cruel, but the slave trade has no real part in the story. It exists for no reason other than making the Empire more dislikable.Too much of this book feels perfunctory, as if Paolini added it in simply because he thought he was supposed to."
1,"This album is the bomb-diggaty!! It's not often that you can buy a CD where you like every single song on it. This is that CD! Each song tells a story that most of us can relate to in one way or another. The lyrics come with the CD so it makes it that much easier to follow and when you read these lyrics you will be blown away. I guarantee it! This CD not only can make you get up and dance but also make you sit down and really think.If you don't have this album, buy it! Support the talented Lauryn Hill and you will experience an artist perform like none before!"
1,"Zombie fiction at its finest First of, if your looking for cheap ""blood and gore"" zombie thrills, don't even finish reading this review. However, if you're looking for a griping story that focuses on the human condition in the aftermath of a global catastrophe, you've to the right place. David Moody is rising star in this genre, and if you read this book, you'll see why. The accurate portrayals of ordinariy people in this crisis is shockingly real. While the British spelling of some words may throw a few readers off, this book is fresh take on a worn out genre.Spread the infection."
1,"Very Enjoyable ""The Other Boleyn Girl"" is a delightful and entertaining historical romance, that explores the life of Mary Boleyn as well as her more famous sister, Anne. It does not seem like Philippa Gregory did extensive research, as the book was rather short on description of life in the Tudor era. But the characters and their relationships were interesting, and kept me turning the pages until the end."
0,"What a boring April morning! I only read this book because i had to in school, and let me tell you something I HATED IT! Ths book drags on for more than 200 pages about war. I mean if you like to hear abou teverybody dying thatn you would live this book. But there isn't even any real action that takes place. The main character, Adam, is a whimp, as is the rst of his town. My suggestion is don;t waste your time or money reading this boring book!!!!!"
0,Stop It Sounds bigger than it should. Way too much compression. All instruments and vocals pushed to the max. Mixed for IPods. I quess I'm an old guy.Louder in your face is not better.
0,"this ain't science Although the data supporting his hypothesis look very impressive and almost convincing, the problem I have with this book it that Mr Sulloway picks his Revolutionary Theories for reasons that are dubious. For example, excluding certain theories on the basis that ""they would have been discovered by others around the same time"" can hardly be called scientific. And then, after lots of very impressive statistics, he wanders off into the land of anecdotal evidence science that makes the reader wonder why he's working at MIT in the first place. Although there is probably a basis for some of his conclusions, and it is a great effort to bring science to this subject of popular prejudice, I can't support the raving reviews it received in the press."
0,"Reading an RFC is more fun and more informative too! The editor and publisher of this book should be ashamed. It is an extended rant by the author that has no business being bound in hard cover. The Pine Mountain Group recommends excerps from this book to get up to speed with SNMP. I wonder who at PMG is friends with the author. This book will teach only members of the ""network management community"" anything. Anyone seeking entry into the network management community will need to find another door. By reading no more than 20 to 40 pages a day I managed to go through the entire book but I am afraid that I did not add anything to my understanding of SNMP that was not already there from studying for my MCSE. This book was a profound disappointment. It is at once dense, superficial, earnest, and sarcastic. The shame of it is that this author could educate profoundly if a good editor enforced some discipline or a co-author came in to help with communicating with those who are not the author's peers."
1,hesssssssssss back the scary sequel wes cravens new nightmare is a scary sequel with a darker clawer with different make up and nancys back.
0,A HUGE disappointment I registered for a Boppy pillow with the hopes that this pillow would enhance my breastfeeding experience. The bottom line is that it simply does not help. It is awkwardly shaped and does not facilitate an easy latch for new Moms who have never breastfed before. It's also super bad for little babies like mine.I would NOT recommend this pillow.
1,"Very good!!! I give the 4 stars because of the vast quantity of material used in this documentary, photos, interviews, as well as testimonies make this documentary a good option for those who want to learn about the Jonestown massacre. The only reason I didn't give 5 stars is because this DVD doesn't have subtitles and basically doesn't show to much about the aftermath of the event's."
0,Diccionario de Los Suenos The book was in poor quality and looks as if it was stolen from the Villasenor Branch Library. The pages are yellow and dog-eared and has suffered water damage. I will never order a used book again. Very disappointing for the price I paid and the 3 weeks I waited.
0,"Tie strap is worthless!!! It might be a nice computer but the specialized tie strap that holds the magnetic pick up is unbelievably brittle. It snapped into pieces when I tried to attach it to my bike. This is a manufacturers defect. Don't waste your time buying this, you will just have to return it."
1,"This is a very good coming-of-age movie I was surprised when I saw this movie because it was the first good Juliette Lewis I'd seen. I enjoyed the film very much. It was excellent. I thought the some of the more outre discussions between the kids were a little inappropriate, but all in all, the movie was pretty impressive. and Eliza Dushku really stole the show with her amazing debut. Worth the watch."
1,"Book, stage or silver screen It's hard to mess up Little Women. This is a book to read and reread throughout the ages and stages of your life. (I always thought of myself as a a Jo!)"
1,Behind the Eyes A darker side of Amy. Probably written and recorded when her marriage was falling apart. Very insiteful.
0,slow and painful Perhaps the DVD is ok as you could fast forward but I'd think twice about purchasing such a slow film. I thought the movie had finished 3 or 4 times before it actually did. Mea culpa!
0,"I Was fooled again After seeing Revenge of the Fallen,I thought this one would be way better,I thought they would have learned their lesson,but I was wrong.This movie is a 2 1/2 hour snoozefest.I paid 7.50 to see this,what was I thinking.Dont make the same mistake,just wait and rent it.Heres what you do.Rent it,get it home,Fastforward through the first half of the movie,also fastforward through all of the John Malkovich scenes.Then watch the second half,try to determine who the good bots and bad bots are,because theres so many its hard to distinguish.Shias new GF in this movie is super hot but thats not enough to save this movie,It will make hundreds at the box office because of Suckers like me."
1,"Even Mommy has fun with this one! My four year old daughter loves everything Barbie and loves the Rapunzel movie. This game is tons of fun, even for a 42 year old. We love playing it together. We love decorating all the rooms and finding the gems. What even better is, she can play it alone and I get some me time!"
1,"There is Life After ""the Wad"" I found this book to be of great comfort! I thought I was losing my mind and acting completely irrationally over a man/relationship. When I read this book I realized I had plenty of company and that what I was experiencing was actually ""normal"" emotions. After what was the most devastating relationship/breakup of my life, four months later, I find myself so much happier without him. Now that I am on the outside looking in, I wonder why I didn't get out of that relationship sooner. I may not know what I want in the next man, but I know what I don't want!"
0,"Horrid parents and snobby heroine Better than the previous one (""Body in the Basement"")--Faith is just more interesting than Pix--but Page went back to the whole Faith and Tom don't seem to like their kids and shouldn't be parents thing, which is annoying. Faith is also a bit snobby.Note: I've read this entire series up toThe Body in the Attic: A Faith Fairchild Mystery (Faith Fairchild Mysteries), and the best rating I've given any of them is 2 stars, which is sad and says a lot about the series. I kept reading because it really has potential but it never lives up to it, so save yourself the trouble and agony and try a a different series, such as Carolyn Hart'sDeath on Demand (Death on Demand Mysteries, No. 1)series, most of which are fun and enjoyable, or stop afterThe Body in the Cast: A Faith Fairchild Mystery, which was probably the best of the series. That's my recommendation, anyway."
1,"where has ramsey lewies been all my musical life? It's rare that I can find a piece of music that can relax me after a long week and get me grooving at the same time. This CD does it. It also gets my 1 year old son shaking his nappy so strong is the rhythm. Familiar songs given a piano jazz working maybe an ignoramus' view but that's what it is. I am amazed this trio weren't hawked to me as part of a back catalogue release sooner. But this proves there are some musical gems yet to be re-released in the noughties. Ramsay, your public needs you - where are you?"
1,"Great I received one item wrong ( different color), called glassware pro and I am in the process of exchange it. I liked the item itself and would recommend it"
1,"Solid pan; works as I would expect This medium-sized pan is solid, and non-stick, as advertised.I have cooked bacon, eggs, shrimp in butter, and ground turkey. All cook fine and do not stick. I used no butter while cooking the eggs.Tips for surface longevity: Be sure to wash by hand, and don't use a metal spatula on these types of pans. Don't wash in the dishwasher. The Teflon will work longer. Washing by hand is quite easy."
0,"Off-base book by a sincere but misguided man. Harold Camping's odd work is heavily influenced by numerology, a psuedo-science influenced by ancient mysticism that trys to find hidden truth behind literal meanings of the Bible.The book is filled with strange assumptions based upon allegory mixed with ignorance. Camping's logic is so inconsistent that it should be required reading for students taking NUTCASE 101 .The Bible stands true without Mr. Camping's distortions of the greatest book ever written."
0,"Not a Little Boy ""A Princess of Mars"" reads like a superhero comix. John Carter, a warrior on Earth, becomes a super-warrior on Mars because he weighs less there. He conquers aliens, wins the heart of a princess, and fathers an egg with her. As a fantasy for little boys, it's great. As literature for an adult woman, I'd give it a miss."
1,"Love Narnia My only disappointment in this movie has to do with the variations from the book. Otherwise, it kept Narnia alive from the hard-to-beat 1st movie in the series."
1,Mortal Radbat This is one of the most enjoyable movies of all time recommend to everyone no matter what your favourite genre. Directed by the man who brought us resident evil and alien vs predator
0,"Horrible, horrible, horrible Not even Megan Followes could carry this off. It totally departs from the story and the heart of the originals. I couldn't even finish it because it was so bad. There was still plenty of material the writers could have drawn from, so I have no idea why they just made stuff up rather than draw from L. M. Montgomery's work. It was banal, boring, and for someone who really loves Anne, a travesty.Only get this movie if you know nothing about Anne of Green Gables or L. M. Montgomery. Other than the fact that the characters are named Gilbert Blythe and Anne Shirley and that they occasionally and briefly visit a place called Avonlea, you would never recognize this movie as having anything to do with the originals. That is because it doesn't."
1,"Top 5 of the 90's One of the best jazz albums of the 90's with: Sonny Sharrock, Highlife; David Murray, Shakill's Warrior; Ornette Coleman, Tone Dialing & Graham Haynes, Transition."
1,"A Great Book for any Runner This book changed the way I run and my outlook on life. I have a more positive attitude and feel more balanced in everything I do. The simple pre-running exercises take very little time and are excellent for running or any stressful activity. Also, I do not consider a run finished without doing my leg raises. I recommend this book for anyone who runs."
0,"Painful 2 and a half hours I wasn't expecting this to be a great movie, but figured it would be a fun enough way to zone out for a while. Wow was it ever worse than I thought it could be! Full of ""clever"" one-liners, bad characters (both humans and robots... really? There's an old British autobot named ""Q"" who designs fancy gadgets and weapons?), and action that was at times fun, but for the most part incredibly drawn out and ultimately just boring. Basically this was 2.5 hours (and it feels like 4) of unpleasantly spent time."
1,"This CD is spectacular! As you grow up the movie itself can seem dull at times, but the soundtrack never wears thin. It gives you a feel of being at an Italian Cafe...or maybe France...or maybe the Mediterrainian. Either way this CD is worth the price. It arrived in a short time for me and I can't get over track 2 - ""Departure"", the feel of being at ease... and then the witch music... and then all is peaceful again. In short, I reccomend this CD for any Miyazaki fan or as a nice present to your now grown daughter who watched this mocie so long ago...you'll see smiles. Best of luck in your purchase."
0,"Not all that I read this paperback years ago and I enjoyed it. But there's nothing about it that warrants even the $28 price tag on the used copies, let alone $150+ on the new ones. Save your money; this is highway robbery."
0,"OK You can tell the difference between this and the next. A couple of good songs, nothing spectacular. One song on this CD appears on the movie ""War"" with Jet-Li. Although I rate this with an OK, Im very tough. There's no sappy love ballads, no whiney boy songs. It's in your face, and strong."
0,"Wrong Region Not really sure how the whole region thing works, or which region I live in. It's obviously not region 2, because this disc, although in great condition, refuses to play in any dvd player around. Will be returning it if possible. Shipping time was excellent though, it arrived two weeks ahead of the expected arrival date."
0,"REALLY WIERD! I thought this book was the strangest I've ever read regarding screenwriting. Screenwriting and spirituality may or may not mix, but spirituality really has nothing to do with writing a good screenplay! I have to agree with the previous reviewer who gave the book one star and say that I, too, found little practical advice in this book and the premise is even stranger. Why 21 days? Why does the author suggest that we whip out a screenplay in only 21 days? Isn't quality better than speed. I recommend Syd Field and Lajos Egri instead. Both are real pros and their books offer much detail and useful advice."
1,"A different approach. Kingsley interprets the writings of Parmenides and Empedocles in a different way than the usual mainstream traditions. Easy to follow and understand without all the intellectual jargon, also very enriching. I enjoyed this book and think it deserves the 5 stars. Some philosophers will disagree with his handling of the texts and interpretations but he shines a new light on a tradition that has otherwise been stagnating, and one that is refusing to accept new fresh ideas or theories. I would qualify him as a ""modern"" philosopher and his writings as ""modern"" philosophy. A definite read for all those with broad minds and horizons."
0,"NOT REALLY WIDESCREEN Do not buy this DVD if you are an aspect ratio purist. I believe this is one of those tragic cases where the FULLSCREEN version was cropped to create a fake widescreen version (as was done with Terminator 3) . You are getting a twice cropped film here, and thus, much less picture than the already cropped fullscreen version.This ""widescreen"" version has chopped off heads in every shot and in a couple of scenes the characters are chopped off from left to right. NOT WHAT THE DIRECTOR FILMED.The news is that Office Space Special Edition is due out in late 2005. Wait for it....HOPEFULLY it will be in the true theatrical release aspect ratio."
0,"Not worth it. This had no effect on pet hair. Personally, masking tape wrapped around your hand works better."
1,No One is Unemployable This book categorizes many true and false reasons one might find himself unemployed. The book then gives commonsense directions to overcome the perceived inhibition. Great book!
1,"the mummy was a very suspenceful movie and good climax The mummy is a fantastic movie! when i get it for DVD i will watch it all of the time.The mummy is my favorite movie and all of my friends love that movie too. the movie also had a great climax which some movies don't. i give two thumbbs up to ""The Mummy""."
0,The Real Charlotte Incomplete Kindle Edition Don't buy the Kindle edition of this book. It consists only of Volume 2. Basically you are getting a book that starts out in the middle and omits the entire first part.
0,"transliteration makes lao even more complex than it is The Lonely Planet phrasebooks are usually a great help travelling around the world. This one however turned out to be creating more problems than solving them. The transliteration is so weird that you actually have to learn two new languages before pronouncing anything closely right. I tried the book with several english speaking lao persons and lao speaking native english speakers while travelling around the country and all had problems with the transliteration. Nothing is like you would naturally pronounce it. For example who would say Khoj if you see Khawy?Helpful is the lao bit so you can point, in the end its how I got around. A pity, there are much better transliterations around."
0,"Not a revolutionary idea ""ChiRunning"" is not a new idea. This running method has beendescribed and advocated by Dr.Nicholas Romanov since 1977 as a pose method of running. Visit his website; [...]. It is very annoying to see the description of ""ChiRunning"" a revolutionary idea by simply attaching ""Chi"" to the pose method [...]. ""Chi"" part of this book is very superficial."
0,"Better than most, but the leakier of the Pampers family Pampers Cruisers are the better of the Pampers diapers. I would not recommend this particular type, as they leak. Still better than most..."
1,Riveting One of the best suspense books I have had the pleasure to read. The characters are a dynamic mix that make the story had to put down. You develop and understanding for the villian were you empathize with him while at the same time you feel for the hero and heroine to catch him. A must read for those who like suspense novels.
0,"An attempt to do something different, but just plain bad It's been a while since I've seen this film, so my memory is rather foggy. The plot has something to do with masks that have become the latest craze among children. What the children (and their parents) don't know is that these masks were crafted by a madman bent on destroying children. On Halloween night, these children have been instructed to watch some commercial or program or something; they haven't been informed that when they watch it, the masks will horribly mutilate their faces or some crap.I really appreciate the effort from John Carpenter to turn the series in a different direction, but this movie really is just plain bad. It's extremely campy (not in a good way), the actors are a bunch of bland no-names, and the plot is just silly. Only see this if you really have to view the entire Halloween series."
1,"Great Blend Of Information & Emotion The September 11 tragedy still haunts us. While we will never forget that horrible day, Life Magazine provides a book that enables us to reflect on the emotions in NYC, DC and PA, while providing outstanding information about the attacks and aftermath. This beautiful coffee table book includes a forward by Mayor Giuliani. Life Magazine meets, and often exceeds, our expectations with images depicting the horror, sadness, heroism and determination of those impacted. I visited Ground Zero, last week, and began to understand for the first time the true emotion, scope and scar of the attack. ""One Nation: America Remembers September 11, 2001"" helps all of us do the same."
0,"ridiculous Of course there is no reviews. Who is going to buy a $54 album when they don't even give you the samples. Bah, humbug."
0,"teabag Little disappointed, some stalling when using subtitles, picture hangs a bit, might not like being played on Australian dvds."
0,Talk about an inaccurate picture! The stone was far larger and the band far thinner than depicted. I opened the box and was very disappointed with what I found.
